"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 16 23:18:46 GMT 2025","Thu Jan 16 23:18:53 GMT 2025","7506","chromium","unilab/UI/mobile/productMobile.spec.ts","","","","Переключение табов при выборе результата в селектах на странице мед услуг",""
"passed","Thu Jan 16 23:14:30 GMT 2025","Thu Jan 16 23:14:35 GMT 2025","5160","chromium","unilab/UI/desktop/header.spec.ts","","","","Анимация изменения ширины поля ввода поиска при фокусе в десктопной версии",""
"passed","Thu Jan 16 23:14:43 GMT 2025","Thu Jan 16 23:14:47 GMT 2025","3855","chromium","unilab/UI/desktop/header.spec.ts","","","","Поиск города",""
"skipped","Thu Jan 16 23:16:44 GMT 2025","Thu Jan 16 23:16:44 GMT 2025","0","chromium","unilab/UI/desktop/tax.spec.ts","","","","Отправить заявление на получение справки",""
"passed","Thu Jan 16 23:13:35 GMT 2025","Thu Jan 16 23:13:41 GMT 2025","6893","chromium","unilab/UI/desktop/cart.spec.ts","","","","Кнопка очистить корзину",""
"passed","Thu Jan 16 23:17:44 GMT 2025","Thu Jan 16 23:17:48 GMT 2025","3666","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Открытие бургер-меню в мобильной версии",""
"passed","Thu Jan 16 23:15:22 GMT 2025","Thu Jan 16 23:15:26 GMT 2025","3886","chromium","unilab/UI/desktop/header.spec.ts","","","","Сокрытие попапа результата поиска при клике во вне попапа",""
"broken","Thu Jan 16 23:13:19 GMT 2025","Thu Jan 16 23:13:34 GMT 2025","15010","chromium","unilab/UI/desktop/cart.spec.ts","","","","Удалить мед. услугу в корзине",""
"passed","Thu Jan 16 23:13:48 GMT 2025","Thu Jan 16 23:13:54 GMT 2025","5874","chromium","unilab/UI/desktop/collection.spec.ts","","","","Работа кнопки 'в корзину' на странице 'мед услуги' в списке",""
"passed","Thu Jan 16 23:17:51 GMT 2025","Thu Jan 16 23:17:56 GMT 2025","4730","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Работа переключателя темной/светлой версии в бургер-меню в мобильной версии",""
"passed","Thu Jan 16 23:16:19 GMT 2025","Thu Jan 16 23:16:23 GMT 2025","4871","chromium","unilab/UI/desktop/questionDoctor.spec.ts","","","","Подсчет количества введенных символов в поле ввода текста вопросу доктору",""
"passed","Thu Jan 16 23:13:54 GMT 2025","Thu Jan 16 23:13:59 GMT 2025","5452","chromium","unilab/UI/desktop/collection.spec.ts","","","","Переключение табов на странице услуг",""
"passed","Thu Jan 16 23:14:08 GMT 2025","Thu Jan 16 23:14:13 GMT 2025","4431","chromium","unilab/UI/desktop/feedback.spec.ts","","","","Маска ввода номера телефона на странице 'оставить отзыв'",""
"passed","Thu Jan 16 23:18:30 GMT 2025","Thu Jan 16 23:18:34 GMT 2025","4697","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Отсутствие результата поиска города",""
"passed","Thu Jan 16 23:18:53 GMT 2025","Thu Jan 16 23:19:00 GMT 2025","6677","chromium","unilab/UI/mobile/productMobile.spec.ts","","","","Переключение табов при выборе результата в селектах на странице анализов",""
"passed","Thu Jan 16 23:18:34 GMT 2025","Thu Jan 16 23:18:40 GMT 2025","5639","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Отображение попапа результатов поиска при количестве введенных символов больше двух",""
"passed","Thu Jan 16 23:18:15 GMT 2025","Thu Jan 16 23:18:19 GMT 2025","4691","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Отображение меню выбора города в мобильной версии",""
"passed","Thu Jan 16 23:14:13 GMT 2025","Thu Jan 16 23:14:17 GMT 2025","4849","chromium","unilab/UI/desktop/feedback.spec.ts","","","","Удалить номер телефона на странице 'оставить отзыв'",""
"passed","Thu Jan 16 23:17:13 GMT 2025","Thu Jan 16 23:17:17 GMT 2025","3872","chromium","unilab/UI/desktop/tax.spec.ts","","","","Проверка атрибута required для всех полей ввода textarea",""
"passed","Thu Jan 16 23:17:06 GMT 2025","Thu Jan 16 23:17:09 GMT 2025","3774","chromium","unilab/UI/desktop/tax.spec.ts","","","","Проверка атрибута required для всех полей ввода input",""
