"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 18 06:32:31 GMT 2024","Mon Nov 18 06:32:36 GMT 2024","4784","chromium","unilab/UI/desktop/questionDoctor.spec.ts","","","","Подсчет количества введенных символов в поле ввода текста вопросу доктору",""
"passed","Mon Nov 18 06:33:52 GMT 2024","Mon Nov 18 06:33:57 GMT 2024","5435","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Выбор города в мобильной версии",""
"passed","Mon Nov 18 06:34:12 GMT 2024","Mon Nov 18 06:34:18 GMT 2024","5790","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","негативное Отображение попапа результатов поиска",""
"passed","Mon Nov 18 06:31:40 GMT 2024","Mon Nov 18 06:31:45 GMT 2024","5778","chromium","unilab/UI/desktop/header.spec.ts","","","","негативное Отображение попапа результатов поиска",""
"passed","Mon Nov 18 06:31:26 GMT 2024","Mon Nov 18 06:31:30 GMT 2024","3980","chromium","unilab/UI/desktop/header.spec.ts","","","","смена размера шрифта для слабовидящих",""
"passed","Mon Nov 18 06:31:07 GMT 2024","Mon Nov 18 06:31:11 GMT 2024","4351","chromium","unilab/UI/desktop/header.spec.ts","","","","Выбор города",""
"passed","Mon Nov 18 06:32:42 GMT 2024","Mon Nov 18 06:32:50 GMT 2024","7406","chromium","unilab/UI/desktop/search.spec.ts","","","","Работа кнопки 'в корзину' на странице  результата поиска",""
"passed","Mon Nov 18 06:31:22 GMT 2024","Mon Nov 18 06:31:26 GMT 2024","3677","chromium","unilab/UI/desktop/header.spec.ts","","","","Отображение меню Для слабовидящих для десктопной версии",""
"passed","Mon Nov 18 06:30:15 GMT 2024","Mon Nov 18 06:30:22 GMT 2024","7064","chromium","unilab/UI/desktop/collection.spec.ts","","","","Переключение табов на странице анализов",""
"passed","Mon Nov 18 06:34:06 GMT 2024","Mon Nov 18 06:34:12 GMT 2024","5926","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Отображение попапа результатов поиска при количестве введенных символов больше двух",""
