"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 07 05:43:58 GMT 2024","Thu Nov 07 05:44:01 GMT 2024","2968","chromium","unilab/UI/desktop/main.spec.ts","","","","Кнопка “вернуться наверх страницы” появляющаяся при скролле на десктопной версии",""
"passed","Thu Nov 07 05:46:59 GMT 2024","Thu Nov 07 05:47:03 GMT 2024","4064","webkit","unilab/UI/desktop/header.spec.ts","","","","сокрытие попапа при количестве введенных символов меньше трех",""
"passed","Thu Nov 07 05:43:48 GMT 2024","Thu Nov 07 05:43:52 GMT 2024","4211","chromium","unilab/UI/desktop/header.spec.ts","","","","Переход на страницу результата поиска при нажатии клавиши Enter",""
"passed","Thu Nov 07 05:48:21 GMT 2024","Thu Nov 07 05:48:24 GMT 2024","3028","webkit","unilab/UI/mobile/headerMobile.spec.ts","","","","Закрытие бургер-меню в мобильной версии",""
"passed","Thu Nov 07 05:48:39 GMT 2024","Thu Nov 07 05:48:42 GMT 2024","3255","webkit","unilab/UI/mobile/headerMobile.spec.ts","","","","Анимация изменения ширины поля ввода поиска при фокусе в мобильной версии",""
"passed","Thu Nov 07 05:46:22 GMT 2024","Thu Nov 07 05:46:26 GMT 2024","4205","webkit","unilab/UI/desktop/header.spec.ts","","","","Отображение меню выбора города",""
"passed","Thu Nov 07 05:44:01 GMT 2024","Thu Nov 07 05:44:04 GMT 2024","2714","chromium","unilab/UI/desktop/main.spec.ts","","","","загрузка изображение слайдов",""
"passed","Thu Nov 07 05:42:38 GMT 2024","Thu Nov 07 05:42:43 GMT 2024","4782","chromium","unilab/UI/desktop/collection.spec.ts","","","","Работа кнопки 'в корзину' на странице 'анализы' в списке",""
"passed","Thu Nov 07 05:42:43 GMT 2024","Thu Nov 07 05:42:47 GMT 2024","3942","chromium","unilab/UI/desktop/collection.spec.ts","","","","Работа кнопки 'в корзину' на странице 'мед услуги' в списке",""
"passed","Thu Nov 07 05:47:32 GMT 2024","Thu Nov 07 05:47:35 GMT 2024","3659","webkit","unilab/UI/desktop/main.spec.ts","","","","загрузка изображение слайдов",""
"passed","Thu Nov 07 05:44:51 GMT 2024","Thu Nov 07 05:44:55 GMT 2024","3849","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Работа переключателя темной/светлой версии в бургер-меню в мобильной версии",""
"passed","Thu Nov 07 05:46:40 GMT 2024","Thu Nov 07 05:46:45 GMT 2024","5230","webkit","unilab/UI/desktop/header.spec.ts","","","","Сброс результатов поиска города при закрытии попапа выбора города",""
"passed","Thu Nov 07 05:44:40 GMT 2024","Thu Nov 07 05:44:44 GMT 2024","4586","chromium","unilab/UI/desktop/product.spec.ts","","","","Работа кнопки 'в корзину' внутри карточки услуги",""
"passed","Thu Nov 07 05:46:32 GMT 2024","Thu Nov 07 05:46:36 GMT 2024","4079","webkit","unilab/UI/desktop/header.spec.ts","","","","Поиск города",""
"passed","Thu Nov 07 05:46:15 GMT 2024","Thu Nov 07 05:46:22 GMT 2024","6281","webkit","unilab/UI/desktop/header.spec.ts","","","","Анимация изменения ширины поля ввода поиска при фокусе в десктопной версии",""
"passed","Thu Nov 07 05:46:45 GMT 2024","Thu Nov 07 05:46:49 GMT 2024","4052","webkit","unilab/UI/desktop/header.spec.ts","","","","Отображение меню Для слабовидящих для десктопной версии",""
"passed","Thu Nov 07 05:47:03 GMT 2024","Thu Nov 07 05:47:08 GMT 2024","4067","webkit","unilab/UI/desktop/header.spec.ts","","","","Сокрытие попапа результата поиска при клике во вне попапа",""
"failed","Thu Nov 07 05:44:31 GMT 2024","Thu Nov 07 05:44:39 GMT 2024","7828","chromium","unilab/UI/desktop/main.spec.ts","","","","кнопки переключение слайдов на главной странице",""
"passed","Thu Nov 07 05:43:52 GMT 2024","Thu Nov 07 05:43:55 GMT 2024","2905","chromium","unilab/UI/desktop/main.spec.ts","","","","Отображение попапа согласия на использование кук при не установленных куках",""
"passed","Thu Nov 07 05:46:26 GMT 2024","Thu Nov 07 05:46:32 GMT 2024","6119","webkit","unilab/UI/desktop/header.spec.ts","","","","Выбор города",""
"passed","Thu Nov 07 05:48:18 GMT 2024","Thu Nov 07 05:48:18 GMT 2024","89","webkit","unilab/UI/mobile/footerMobile.spec.ts","","","","Работа аккордеона в футтере в мобильной версии",""
