"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 07 03:59:32 GMT 2024","Thu Nov 07 03:59:35 GMT 2024","2903","chromium","unilab/UI/desktop/header.spec.ts","","","","Сброс результатов поиска города при закрытии попапа выбора города",""
"passed","Thu Nov 07 04:04:55 GMT 2024","Thu Nov 07 04:04:59 GMT 2024","3966","webkit","unilab/UI/desktop/header.spec.ts","","","","Поиск города",""
"passed","Thu Nov 07 04:05:08 GMT 2024","Thu Nov 07 04:05:12 GMT 2024","3942","webkit","unilab/UI/desktop/header.spec.ts","","","","Отображение меню Для слабовидящих для десктопной версии",""
"passed","Thu Nov 07 04:02:43 GMT 2024","Thu Nov 07 04:02:46 GMT 2024","3111","firefox","unilab/UI/desktop/main.spec.ts","","","","Кнопка “вернуться наверх страницы” появляющаяся при скролле на десктопной версии",""
"passed","Thu Nov 07 04:04:59 GMT 2024","Thu Nov 07 04:05:03 GMT 2024","3978","webkit","unilab/UI/desktop/header.spec.ts","","","","Отсутствие результата поиска города",""
"passed","Thu Nov 07 04:03:24 GMT 2024","Thu Nov 07 04:03:29 GMT 2024","5143","firefox","unilab/UI/desktop/product.spec.ts","","","","Работа кнопки 'в корзину' внутри карточки услуги",""
"passed","Thu Nov 07 03:59:13 GMT 2024","Thu Nov 07 03:59:16 GMT 2024","3021","chromium","unilab/UI/desktop/header.spec.ts","","","","Скрытие попапа при клике на оверлей",""
"passed","Thu Nov 07 04:04:41 GMT 2024","Thu Nov 07 04:04:46 GMT 2024","5254","webkit","unilab/UI/desktop/header.spec.ts","","","","Анимация изменения ширины поля ввода поиска при фокусе в десктопной версии",""
"failed","Thu Nov 07 04:06:18 GMT 2024","Thu Nov 07 04:06:31 GMT 2024","13590","webkit","unilab/UI/desktop/main.spec.ts","","","","кнопки переключение слайдов на главной странице",""
"passed","Thu Nov 07 04:06:43 GMT 2024","Thu Nov 07 04:06:46 GMT 2024","2828","webkit","unilab/UI/mobile/headerMobile.spec.ts","","","","Закрытие бургер-меню в мобильной версии",""
"passed","Thu Nov 07 04:01:06 GMT 2024","Thu Nov 07 04:01:09 GMT 2024","2748","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Отсутствие скролла страници при открытом бургер-меню в мобильной версии",""
