"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 07 22:38:59 GMT 2024","Thu Nov 07 22:39:03 GMT 2024","4369","chromium","unilab/UI/desktop/feedback.spec.ts","","","","Подсчет количества введенных символов в поле ввода текста вопросу доктору",""
"passed","Thu Nov 07 22:39:29 GMT 2024","Thu Nov 07 22:39:31 GMT 2024","2761","chromium","unilab/UI/desktop/header.spec.ts","","","","Поиск города",""
"passed","Thu Nov 07 22:40:05 GMT 2024","Thu Nov 07 22:40:08 GMT 2024","2895","chromium","unilab/UI/desktop/main.spec.ts","","","","Кнопка “вернуться наверх страницы” появляющаяся при скролле на десктопной версии",""
"passed","Thu Nov 07 22:40:56 GMT 2024","Thu Nov 07 22:40:59 GMT 2024","2736","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Отсутствие скролла страници при открытом бургер-меню в мобильной версии",""
"passed","Thu Nov 07 22:42:01 GMT 2024","Thu Nov 07 22:42:07 GMT 2024","6353","webkit","unilab/UI/desktop/header.spec.ts","","","","Анимация изменения ширины поля ввода поиска при фокусе в десктопной версии",""
"passed","Thu Nov 07 22:39:08 GMT 2024","Thu Nov 07 22:39:12 GMT 2024","4268","chromium","unilab/UI/desktop/feedback.spec.ts","","","","отображение подсказки поля ввода номера заказа оставить отзыв",""
"passed","Thu Nov 07 22:41:07 GMT 2024","Thu Nov 07 22:41:10 GMT 2024","3274","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Анимация изменения ширины поля ввода поиска при фокусе в мобильной версии",""
"failed","Thu Nov 07 22:43:13 GMT 2024","Thu Nov 07 22:43:17 GMT 2024","3842","webkit","unilab/UI/desktop/main.spec.ts","","","","Кнопка “вернуться наверх страницы” появляющаяся при скролле на десктопной версии",""
"failed","Thu Nov 07 22:43:46 GMT 2024","Thu Nov 07 22:43:59 GMT 2024","13562","webkit","unilab/UI/desktop/main.spec.ts","","","","кнопки переключение слайдов на главной странице",""
"passed","Thu Nov 07 22:43:18 GMT 2024","Thu Nov 07 22:43:22 GMT 2024","3755","webkit","unilab/UI/desktop/main.spec.ts","","","","загрузка изображение слайдов",""
"passed","Thu Nov 07 22:40:46 GMT 2024","Thu Nov 07 22:40:46 GMT 2024","89","chromium","unilab/UI/mobile/footerMobile.spec.ts","","","","Работа аккордеона в футтере в мобильной версии",""
"passed","Thu Nov 07 22:39:22 GMT 2024","Thu Nov 07 22:39:25 GMT 2024","2748","chromium","unilab/UI/desktop/header.spec.ts","","","","Отображение меню выбора города",""
"passed","Thu Nov 07 22:40:46 GMT 2024","Thu Nov 07 22:40:49 GMT 2024","2747","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Открытие бургер-меню в мобильной версии",""
"passed","Thu Nov 07 22:43:00 GMT 2024","Thu Nov 07 22:43:04 GMT 2024","4091","webkit","unilab/UI/desktop/main.spec.ts","","","","Отображение попапа согласия на использование кук при не установленных куках",""
"passed","Thu Nov 07 22:42:17 GMT 2024","Thu Nov 07 22:42:21 GMT 2024","4021","webkit","unilab/UI/desktop/header.spec.ts","","","","Поиск города",""
"passed","Thu Nov 07 22:40:49 GMT 2024","Thu Nov 07 22:40:52 GMT 2024","2783","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Закрытие бургер-меню в мобильной версии",""
"passed","Thu Nov 07 22:41:19 GMT 2024","Thu Nov 07 22:41:25 GMT 2024","6190","webkit","unilab/UI/desktop/collection.spec.ts","","","","Работа кнопки 'в корзину' на странице 'мед услуги' в списке",""
"passed","Thu Nov 07 22:42:21 GMT 2024","Thu Nov 07 22:42:25 GMT 2024","4092","webkit","unilab/UI/desktop/header.spec.ts","","","","Отсутствие результата поиска города",""
"passed","Thu Nov 07 22:42:25 GMT 2024","Thu Nov 07 22:42:31 GMT 2024","5869","webkit","unilab/UI/desktop/header.spec.ts","","","","Сброс результатов поиска города при закрытии попапа выбора города",""
"passed","Thu Nov 07 22:39:31 GMT 2024","Thu Nov 07 22:39:34 GMT 2024","2805","chromium","unilab/UI/desktop/header.spec.ts","","","","Отсутствие результата поиска города",""
"passed","Thu Nov 07 22:39:55 GMT 2024","Thu Nov 07 22:39:59 GMT 2024","4111","chromium","unilab/UI/desktop/header.spec.ts","","","","Переход на страницу результата поиска при нажатии клавиши Enter",""
"passed","Thu Nov 07 22:42:46 GMT 2024","Thu Nov 07 22:42:50 GMT 2024","4077","webkit","unilab/UI/desktop/header.spec.ts","","","","сокрытие попапа при количестве введенных символов меньше трех",""
"passed","Thu Nov 07 22:44:28 GMT 2024","Thu Nov 07 22:44:31 GMT 2024","3322","webkit","unilab/UI/mobile/headerMobile.spec.ts","","","","Анимация изменения ширины поля ввода поиска при фокусе в мобильной версии",""
"passed","Thu Nov 07 22:41:38 GMT 2024","Thu Nov 07 22:41:45 GMT 2024","7179","webkit","unilab/UI/desktop/feedback.spec.ts","","","","отображение подсказки поля ввода номера заказа вопрос доктору",""
"failed","Thu Nov 07 22:40:33 GMT 2024","Thu Nov 07 22:40:40 GMT 2024","7712","chromium","unilab/UI/desktop/main.spec.ts","","","","кнопки переключение слайдов на главной странице",""
"passed","Thu Nov 07 22:39:15 GMT 2024","Thu Nov 07 22:39:18 GMT 2024","2866","chromium","unilab/UI/desktop/header.spec.ts","","","","Скрытие попапа при клике на оверлей",""
"passed","Thu Nov 07 22:39:45 GMT 2024","Thu Nov 07 22:39:49 GMT 2024","4745","chromium","unilab/UI/desktop/header.spec.ts","","","","негативное Отображение попапа результатов поиска",""
"passed","Thu Nov 07 22:39:25 GMT 2024","Thu Nov 07 22:39:29 GMT 2024","3617","chromium","unilab/UI/desktop/header.spec.ts","","","","Выбор города",""
"passed","Thu Nov 07 22:41:51 GMT 2024","Thu Nov 07 22:41:55 GMT 2024","4066","webkit","unilab/UI/desktop/header.spec.ts","","","","Изменение шапки при скролле",""
"passed","Thu Nov 07 22:39:18 GMT 2024","Thu Nov 07 22:39:22 GMT 2024","4265","chromium","unilab/UI/desktop/header.spec.ts","","","","Анимация изменения ширины поля ввода поиска при фокусе в десктопной версии",""
"passed","Thu Nov 07 22:39:12 GMT 2024","Thu Nov 07 22:39:15 GMT 2024","2760","chromium","unilab/UI/desktop/header.spec.ts","","","","Изменение шапки при скролле",""
"passed","Thu Nov 07 22:41:31 GMT 2024","Thu Nov 07 22:41:38 GMT 2024","7486","webkit","unilab/UI/desktop/feedback.spec.ts","","","","Подсчет количества введенных символов в поле ввода текста вопросу доктору",""
"passed","Thu Nov 07 22:39:59 GMT 2024","Thu Nov 07 22:40:02 GMT 2024","2733","chromium","unilab/UI/desktop/main.spec.ts","","","","Отображение попапа согласия на использование кук при не установленных куках",""
"passed","Thu Nov 07 22:41:45 GMT 2024","Thu Nov 07 22:41:51 GMT 2024","6007","webkit","unilab/UI/desktop/feedback.spec.ts","","","","отображение подсказки поля ввода номера заказа оставить отзыв",""
"passed","Thu Nov 07 22:39:49 GMT 2024","Thu Nov 07 22:39:52 GMT 2024","2810","chromium","unilab/UI/desktop/header.spec.ts","","","","сокрытие попапа при количестве введенных символов меньше трех",""
