"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/mobile/headerMobile.spec.ts","","","","Анимация изменения ширины поля ввода поиска при фокусе в мобильной версии",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","chromium","unilab/UI/desktop/header.spec.ts","","","","Сброс результатов поиска города при закрытии попапа выбора города",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","chromium","unilab/UI/desktop/product.spec.ts","","","","Работа кнопки 'в корзину' внутри карточки услуги",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/desktop/header.spec.ts","","","","Выбор города",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/desktop/feedback.spec.ts","","","","отображение подсказки поля ввода номера заказа вопрос доктору",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/mobile/headerMobile.spec.ts","","","","Закрытие бургер-меню в мобильной версии",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","1","webkit","unilab/UI/desktop/main.spec.ts","","","","Кнопка “вернуться наверх страницы” появляющаяся при скролле на десктопной версии",""
"failed","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","4","chromium","unilab/UI/desktop/collection.spec.ts","","","","Работа кнопки 'в корзину' на странице 'анализы' в списке",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","chromium","unilab/UI/desktop/feedback.spec.ts","","","","отображение подсказки поля ввода номера заказа вопрос доктору",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/desktop/feedback.spec.ts","","","","Подсчет количества введенных символов в поле ввода текста вопросу доктору",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/desktop/collection.spec.ts","","","","Работа кнопки 'в корзину' на странице 'мед услуги' в списке",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/desktop/main.spec.ts","","","","Кнопка “вернуться наверх страницы” появляющаяся при скролле на десктопной версии",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/mobile/footerMobile.spec.ts","","","","Работа аккордеона в футтере в мобильной версии",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","chromium","unilab/UI/desktop/header.spec.ts","","","","Скрытие попапа при клике на оверлей",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","chromium","unilab/UI/desktop/collection.spec.ts","","","","Работа кнопки 'в корзину' на странице 'мед услуги' в списке",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/desktop/feedback.spec.ts","","","","отображение подсказки поля ввода номера заказа оставить отзыв",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/desktop/feedback.spec.ts","","","","Подсчет количества введенных символов в поле ввода текста оставить отзыв",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/desktop/feedback.spec.ts","","","","отображение подсказки поля ввода номера заказа вопрос доктору",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/desktop/feedback.spec.ts","","","","отображение подсказки поля ввода номера заказа оставить отзыв",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/desktop/header.spec.ts","","","","Отсутствие результата поиска города",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/desktop/header.spec.ts","","","","Отсутствие результата поиска города",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","chromium","unilab/UI/desktop/feedback.spec.ts","","","","Подсчет количества введенных символов в поле ввода текста вопросу доктору",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/desktop/main.spec.ts","","","","кнопки переключение слайдов на главной странице",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/mobile/headerMobile.spec.ts","","","","Работа переключателя темной/светлой версии в бургер-меню в мобильной версии",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/desktop/header.spec.ts","","","","Сокрытие попапа результата поиска при клике во вне попапа",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Анимация изменения ширины поля ввода поиска при фокусе в мобильной версии",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","chromium","unilab/UI/desktop/header.spec.ts","","","","Отображение меню Для слабовидящих для десктопной версии",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/desktop/main.spec.ts","","","","Отображение попапа согласия на использование кук при не установленных куках",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/desktop/header.spec.ts","","","","Поиск города",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/desktop/header.spec.ts","","","","Отображение попапа результатов поиска при количестве введенных символов больше двух",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/desktop/header.spec.ts","","","","Анимация изменения ширины поля ввода поиска при фокусе в десктопной версии",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/desktop/header.spec.ts","","","","Скрытие попапа при клике на оверлей",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/desktop/header.spec.ts","","","","Изменение шапки при скролле",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/mobile/headerMobile.spec.ts","","","","Открытие бургер-меню в мобильной версии",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","chromium","unilab/UI/desktop/main.spec.ts","","","","Кнопка “вернуться наверх страницы” появляющаяся при скролле на десктопной версии",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/desktop/main.spec.ts","","","","загрузка изображение слайдов",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/desktop/header.spec.ts","","","","Отображение попапа результатов поиска при количестве введенных символов больше двух",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/desktop/header.spec.ts","","","","негативное Отображение попапа результатов поиска",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/desktop/collection.spec.ts","","","","Работа кнопки 'в корзину' на странице 'мед услуги' в списке",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/desktop/header.spec.ts","","","","Изменение шапки при скролле",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/desktop/main.spec.ts","","","","загрузка изображение слайдов",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","firefox","unilab/UI/mobile/headerMobile.spec.ts","","","","Закрытие бургер-меню в мобильной версии",""
"skipped","Thu Nov 07 03:56:19 GMT 2024","Thu Nov 07 03:56:19 GMT 2024","0","webkit","unilab/UI/desktop/header.spec.ts","","","","сокрытие попапа при количестве введенных символов меньше трех",""
