"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 16 23:03:01 GMT 2025","Thu Jan 16 23:03:04 GMT 2025","2733","chromium","unilab/UI/desktop/tax.spec.ts","","","","Проверка атрибута required для всех полей ввода input",""
"passed","Thu Jan 16 23:04:18 GMT 2025","Thu Jan 16 23:04:25 GMT 2025","6245","chromium","unilab/UI/mobile/productMobile.spec.ts","","","","Переключение табов при выборе результата в селектах на странице мед услуг",""
"passed","Thu Jan 16 23:01:35 GMT 2025","Thu Jan 16 23:01:38 GMT 2025","2897","chromium","unilab/UI/desktop/home.spec.ts","","","","Проверка точек слайдов на главной странице",""
"passed","Thu Jan 16 23:02:55 GMT 2025","Thu Jan 16 23:02:58 GMT 2025","2601","chromium","unilab/UI/desktop/tax.spec.ts","","","","отображение полей супруг(а)",""
"passed","Thu Jan 16 23:01:29 GMT 2025","Thu Jan 16 23:01:32 GMT 2025","2824","chromium","unilab/UI/desktop/home.spec.ts","","","","загрузка изображение слайдов",""
"passed","Thu Jan 16 23:03:09 GMT 2025","Thu Jan 16 23:03:12 GMT 2025","2797","chromium","unilab/UI/desktop/tax.spec.ts","","","","Проверка атрибута customvaliditymessage для всех полей ввода textarea",""
"passed","Thu Jan 16 23:02:02 GMT 2025","Thu Jan 16 23:02:08 GMT 2025","5785","chromium","unilab/UI/desktop/search.spec.ts","","","","Работа кнопки 'в корзину' на странице  результата поиска",""
"passed","Thu Jan 16 23:01:07 GMT 2025","Thu Jan 16 23:01:12 GMT 2025","4644","chromium","unilab/UI/desktop/header.spec.ts","","","","Отображение попапа результатов поиска при количестве введенных символов больше двух",""
"passed","Thu Jan 16 23:03:57 GMT 2025","Thu Jan 16 23:04:02 GMT 2025","4594","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Выбор города в мобильной версии",""
"passed","Thu Jan 16 22:59:56 GMT 2025","Thu Jan 16 23:00:02 GMT 2025","5727","chromium","unilab/UI/desktop/cart.spec.ts","","","","Кнопка очистить корзину",""
"passed","Thu Jan 16 23:00:16 GMT 2025","Thu Jan 16 23:00:19 GMT 2025","3248","chromium","unilab/UI/desktop/feedback.spec.ts","","","","Подсчет количества введенных символов в поле ввода текста оставить отзыв",""
"passed","Thu Jan 16 23:01:50 GMT 2025","Thu Jan 16 23:01:54 GMT 2025","4245","chromium","unilab/UI/desktop/product.spec.ts","","","","Переключение табов на странице карточки анализы",""
"passed","Thu Jan 16 23:04:05 GMT 2025","Thu Jan 16 23:04:09 GMT 2025","3448","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Отсутствие результата поиска города",""
"passed","Thu Jan 16 23:00:58 GMT 2025","Thu Jan 16 23:01:01 GMT 2025","2636","chromium","unilab/UI/desktop/header.spec.ts","","","","Отображение меню Для слабовидящих для десктопной версии",""
"passed","Thu Jan 16 23:00:46 GMT 2025","Thu Jan 16 23:00:50 GMT 2025","3388","chromium","unilab/UI/desktop/header.spec.ts","","","","Выбор города",""
