"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 26 05:40:04 GMT 2024","Tue Nov 26 05:40:10 GMT 2024","6469","chromium","unilab/UI/desktop/addresses.spec.ts","","","","Работа фильтра на странице адресов",""
"passed","Tue Nov 26 05:42:57 GMT 2024","Tue Nov 26 05:43:00 GMT 2024","2809","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Открытие бургер-меню в мобильной версии",""
"passed","Tue Nov 26 05:42:52 GMT 2024","Tue Nov 26 05:42:57 GMT 2024","5123","chromium","unilab/UI/mobile/footerMobile.spec.ts","","","","Работа аккордеона в футтере в мобильной версии",""
"passed","Tue Nov 26 05:41:16 GMT 2024","Tue Nov 26 05:41:18 GMT 2024","2910","chromium","unilab/UI/desktop/header.spec.ts","","","","смена цветовой схемы для слабовидящих",""
"passed","Tue Nov 26 05:43:00 GMT 2024","Tue Nov 26 05:43:03 GMT 2024","2774","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Закрытие бургер-меню в мобильной версии",""
"passed","Tue Nov 26 05:43:29 GMT 2024","Tue Nov 26 05:43:32 GMT 2024","3433","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Поиск города в мобильной версии",""
"passed","Tue Nov 26 05:41:33 GMT 2024","Tue Nov 26 05:41:38 GMT 2024","4197","chromium","unilab/UI/desktop/header.spec.ts","","","","Переход на страницу результата поиска при нажатии клавиши Enter",""
"passed","Tue Nov 26 05:43:32 GMT 2024","Tue Nov 26 05:43:36 GMT 2024","3480","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Отсутствие результата поиска города",""
"passed","Tue Nov 26 05:43:36 GMT 2024","Tue Nov 26 05:43:41 GMT 2024","4770","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Отображение попапа результатов поиска при количестве введенных символов больше двух",""
"passed","Tue Nov 26 05:43:03 GMT 2024","Tue Nov 26 05:43:07 GMT 2024","3683","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Работа переключателя темной/светлой версии в бургер-меню в мобильной версии",""
"passed","Tue Nov 26 05:43:41 GMT 2024","Tue Nov 26 05:43:45 GMT 2024","4755","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","негативное Отображение попапа результатов поиска",""
"passed","Tue Nov 26 05:40:58 GMT 2024","Tue Nov 26 05:41:02 GMT 2024","3286","chromium","unilab/UI/desktop/header.spec.ts","","","","Выбор города",""
"skipped","Tue Nov 26 05:41:40 GMT 2024","Tue Nov 26 05:41:40 GMT 2024","0","chromium","unilab/UI/desktop/home.spec.ts","","","","Кнопка “вернуться наверх страницы” появляющаяся при скролле на десктопной версии",""
"passed","Tue Nov 26 05:41:56 GMT 2024","Tue Nov 26 05:42:00 GMT 2024","3949","chromium","unilab/UI/desktop/product.spec.ts","","","","Переключение табов на странице карточки мед. услуги",""
"passed","Tue Nov 26 05:41:40 GMT 2024","Tue Nov 26 05:41:43 GMT 2024","2800","chromium","unilab/UI/desktop/home.spec.ts","","","","загрузка изображение слайдов",""
"passed","Tue Nov 26 05:41:31 GMT 2024","Tue Nov 26 05:41:33 GMT 2024","2749","chromium","unilab/UI/desktop/header.spec.ts","","","","Сокрытие попапа результата поиска при клике во вне попапа",""
"passed","Tue Nov 26 05:40:10 GMT 2024","Tue Nov 26 05:40:15 GMT 2024","4832","chromium","unilab/UI/desktop/collection.spec.ts","","","","Работа кнопки 'в корзину' на странице 'анализы' в списке",""
"passed","Tue Nov 26 05:41:49 GMT 2024","Tue Nov 26 05:41:52 GMT 2024","3418","chromium","unilab/UI/desktop/home.spec.ts","","","","Переключение табов на главной странице сайта",""
"passed","Tue Nov 26 05:41:23 GMT 2024","Tue Nov 26 05:41:28 GMT 2024","4663","chromium","unilab/UI/desktop/header.spec.ts","","","","негативное Отображение попапа результатов поиска",""
"passed","Tue Nov 26 05:40:34 GMT 2024","Tue Nov 26 05:40:38 GMT 2024","4105","chromium","unilab/UI/desktop/feedback.spec.ts","","","","отображение подсказки поля ввода номера заказа оставить отзыв",""
"passed","Tue Nov 26 05:41:52 GMT 2024","Tue Nov 26 05:41:56 GMT 2024","4442","chromium","unilab/UI/desktop/product.spec.ts","","","","Работа кнопки 'в корзину' внутри карточки услуги",""
"passed","Tue Nov 26 05:40:20 GMT 2024","Tue Nov 26 05:40:25 GMT 2024","4321","chromium","unilab/UI/desktop/collection.spec.ts","","","","Переключение табов на странице анализов",""
"passed","Tue Nov 26 05:41:02 GMT 2024","Tue Nov 26 05:41:04 GMT 2024","2689","chromium","unilab/UI/desktop/header.spec.ts","","","","Поиск города",""
"passed","Tue Nov 26 05:40:25 GMT 2024","Tue Nov 26 05:40:30 GMT 2024","5730","chromium","unilab/UI/desktop/collection.spec.ts","","","","Переключение табов на странице мед услуг",""
"passed","Tue Nov 26 05:42:28 GMT 2024","Tue Nov 26 05:42:35 GMT 2024","6351","chromium","unilab/UI/desktop/search.spec.ts","","","","Работа кнопки 'в корзину' на странице  результата поиска",""
"passed","Tue Nov 26 05:40:15 GMT 2024","Tue Nov 26 05:40:20 GMT 2024","4851","chromium","unilab/UI/desktop/collection.spec.ts","","","","Работа кнопки 'в корзину' на странице 'мед услуги' в списке",""
"passed","Tue Nov 26 05:41:43 GMT 2024","Tue Nov 26 05:41:46 GMT 2024","2703","chromium","unilab/UI/desktop/home.spec.ts","","","","кнопки переключение слайдов на главной странице",""
"passed","Tue Nov 26 05:42:08 GMT 2024","Tue Nov 26 05:42:13 GMT 2024","4553","chromium","unilab/UI/desktop/questionDoctor.spec.ts","","","","отображение подсказки поля ввода номера заказа вопрос доктору",""
"failed","Tue Nov 26 05:42:47 GMT 2024","Tue Nov 26 05:42:52 GMT 2024","4291","chromium","unilab/UI/desktop/search.spec.ts","","","","Загрузка дополнительных результатов поиска на странице поиска",""
"passed","Tue Nov 26 05:41:04 GMT 2024","Tue Nov 26 05:41:07 GMT 2024","2768","chromium","unilab/UI/desktop/header.spec.ts","","","","Отсутствие результата поиска города",""
