"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 20 06:32:41 GMT 2024","Wed Nov 20 06:32:44 GMT 2024","3086","chromium","unilab/UI/desktop/header.spec.ts","","","","Сокрытие попапа результата поиска при клике во вне попапа",""
"failed","Wed Nov 20 06:33:53 GMT 2024","Wed Nov 20 06:33:58 GMT 2024","4883","chromium","unilab/UI/desktop/search.spec.ts","","","","Загрузка дополнительных результатов поиска на странице поиска",""
"passed","Wed Nov 20 06:34:08 GMT 2024","Wed Nov 20 06:34:11 GMT 2024","2944","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Закрытие бургер-меню в мобильной версии",""
"passed","Wed Nov 20 06:32:24 GMT 2024","Wed Nov 20 06:32:28 GMT 2024","3214","chromium","unilab/UI/desktop/header.spec.ts","","","","смена цветовой схемы для слабовидящих",""
"passed","Wed Nov 20 06:33:58 GMT 2024","Wed Nov 20 06:34:05 GMT 2024","6573","chromium","unilab/UI/mobile/footerMobile.spec.ts","","","","Работа аккордеона в футтере в мобильной версии",""
"passed","Wed Nov 20 06:35:44 GMT 2024","Wed Nov 20 06:35:52 GMT 2024","7778","chromium","unilab/UI/mobile/productMobile.spec.ts","","","","Переключение табов при выборе результата в селектах на странице мед услуг",""
"passed","Wed Nov 20 06:31:42 GMT 2024","Wed Nov 20 06:31:47 GMT 2024","4622","chromium","unilab/UI/desktop/feedback.spec.ts","","","","Маска ввода номера телефона на странице 'оставить отзыв'",""
"passed","Wed Nov 20 06:33:04 GMT 2024","Wed Nov 20 06:33:08 GMT 2024","3085","chromium","unilab/UI/desktop/home.spec.ts","","","","Проверка точек слайдов на главной странице",""
"passed","Wed Nov 20 06:32:37 GMT 2024","Wed Nov 20 06:32:41 GMT 2024","3352","chromium","unilab/UI/desktop/header.spec.ts","","","","сокрытие попапа при количестве введенных символов меньше трех",""
"passed","Wed Nov 20 06:34:27 GMT 2024","Wed Nov 20 06:34:30 GMT 2024","3703","chromium","unilab/UI/mobile/headerMobile.spec.ts","","","","Анимация изменения ширины поля ввода поиска при фокусе в мобильной версии",""
"passed","Wed Nov 20 06:32:48 GMT 2024","Wed Nov 20 06:32:51 GMT 2024","3008","chromium","unilab/UI/desktop/home.spec.ts","","","","Отображение попапа согласия на использование кук при не установленных куках",""
"passed","Wed Nov 20 06:32:18 GMT 2024","Wed Nov 20 06:32:21 GMT 2024","3017","chromium","unilab/UI/desktop/header.spec.ts","","","","Отображение меню Для слабовидящих для десктопной версии",""
